text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing,file,group,race,clean_text,liwc_interrog,liwc_informal,liwc_netspeak,liwc_function,liwc_pronoun,liwc_ppron,liwc_you,liwc_social,liwc_male,liwc_adverb,liwc_verb,liwc_drives,liwc_reward,liwc_focuspast,liwc_prep,liwc_relativ,liwc_space,liwc_article,liwc_home,liwc_conj,liwc_cogproc,liwc_differ,liwc_i,liwc_auxverb,liwc_bio,liwc_ingest,liwc_adj,liwc_affect,liwc_negemo,liwc_anger,liwc_posemo,liwc_swear,liwc_focuspresent,liwc_time,liwc_negate,liwc_ipron,liwc_they,liwc_discrep,liwc_cause,liwc_compare,liwc_quant,liwc_achiev,liwc_work,liwc_affiliation,liwc_leisure,liwc_insight,liwc_tentat,liwc_certain,liwc_health,liwc_sad,liwc_death,liwc_anx,liwc_power,liwc_shehe,liwc_female,liwc_percept,liwc_see,liwc_filler,liwc_risk,liwc_feel,liwc_focusfuture,liwc_assent,liwc_nonflu,liwc_body,liwc_money,liwc_hear,liwc_friend,liwc_family,liwc_motion,liwc_sexual,liwc_we,liwc_relig,liwc_number,aae_terms_count,pos_ADJ,pos_NOUN,pos_INTJ,pos_ADV,pos_VERB,pos_ADP,pos_DET,pos_PUNCT,pos_SCONJ,pos_PRON,pos_AUX,pos_PROPN,pos_SYM,pos_CCONJ,pos_PART,pos_NUM,pos_X,pos_SPACE
@user bestfrienddd i went tooo sleep on u,0.20816301,0.0,0.0,0.0,0.0415799655020237,0.1039926335215568,0.0323528386652469,False,aa_221.csv,aa,aa,user bestfrienddd i went tooo sleep on u,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2hrs getting a root canal #soofun,0.11343288,0.0,0.0,0.0,0.0554355457425117,0.0013570627197623,0.0009465051116421,False,wh_110.csv,wh,wh,2hrs getting a root canal soofun,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
nf @user fb ? oh and the little girl in your header is too cute :),0.15859914,0.0,0.0,0.0,0.0388018563389778,0.0119959693402051,0.0183244962245225,False,aa_84.csv,aa,aa,nf user fb  oh and the little girl in your header is too cute ,0.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
getting a hug from kay just made my day ! #lovethatlady,0.019714156,0.0,0.0,0.0,0.0011822370579466,0.0009808830218389,0.0004673380753956,False,wh_17.csv,wh,wh,getting a hug from kay just made my day  lovethatlady,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
love waking up to about 20 snaps from @user ! #missyou #daymade,0.047495455,0.0,0.0,0.0,0.0018262618687003,0.0005423547700047,0.0007754327962175,False,wh_191.csv,wh,wh,love waking up to about 20 snaps from user  missyou daymade,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
"how come i can never get in a "" gunning "" fight with anyone ? #jealous",0.22982925,0.0,0.0,0.286,0.1005904451012611,0.0621261745691299,0.1239570379257202,False,wh_80.csv,wh,wh,how come i can never get in a  gunning  fight with anyone  jealous,1.0,0.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed huh !? those black ass knees and elbows will give you away every time lol,0.7816909,0.0,0.0,0.184,0.9488719701766968,0.9783053994178772,0.9824009537696838,True,aa_212.csv,aa,aa,mixed huh  those black ass knees and elbows will give you away every time lol,0.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
dillon wants me to type an essay for him #gtfo @user,0.37083253,0.0,0.0,0.0,0.0052870386280119,0.0005433261976577,0.0006479112198576,False,wh_167.csv,wh,wh,dillon wants me to type an essay for him gtfo user,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
@user and why didn't you tell me this !?,0.027065687,0.0,0.0,0.0,0.0026299336459487,0.0014123207656666,0.000632403534837,False,wh_183.csv,wh,wh,user and why didn't you tell me this ,1.0,0.0,0.0,6.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
you don't want these problems drew,0.15130237,0.0,0.0,0.163,0.0101686064153909,0.0253904070705175,0.0085083618760108,False,wh_115.csv,wh,wh,you don't want these problems drew,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
i always make the dumb mistake of taking my contacts out n not knowing where my glasses are so it takes me an extra 15 minutes to find them ,0.40016344,0.0,0.0,0.174,0.0259009040892124,0.5404894351959229,0.7153752446174622,False,wh_176.csv,wh,wh,i always make the dumb mistake of taking my contacts out n not knowing where my glasses are so it takes me an extra 15 minutes to find them ,1.0,1.0,0.0,15.0,6.0,5.0,0.0,2.0,0.0,2.0,6.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0,6.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,4.0,0.0,3.0,5.0,2.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
lets see if i got enough strength to make myself some breakfast so then i can take my meds,0.11021292,0.0,0.0,0.0,0.0026903206016868,0.000920372782275,0.000928005494643,False,aa_139.csv,aa,aa,lets see if i got enough strength to make myself some breakfast so then i can take my meds,0.0,0.0,0.0,10.0,5.0,5.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
""" @user : been the same height for 2 years now "" hell yeah rft",0.28517663,0.0,0.0,0.232,0.1088414713740348,0.4177124202251434,0.0212377943098545,True,aa_233.csv,aa,aa, user  been the same height for 2 years now  hell yeah rft,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
wtf is going on w/ flacco,0.44298556,0.0,0.0,0.432,0.7239953279495239,0.7967530488967896,0.8056106567382812,False,aa_234.csv,aa,aa,wtf is going on w flacco,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
and the boys are state bound ! t-minus 24 hours until we are !,0.033932835,0.0,0.0,0.0,0.0540867187082767,0.0026405663229525,0.0041569760069251,False,wh_58.csv,wh,wh,and the boys are state bound  tminus 24 hours until we are ,0.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
32 days until i'm 21,0.022351967,0.0,0.0,0.0,0.0013776887208223,0.0005808817804791,0.000429168168921,False,wh_159.csv,wh,wh,32 days until i'm 21,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"tuh , who mad me or ol boy ?",0.22157386,0.0,0.0,0.286,0.0734110921621322,0.0563081242144107,0.0501588210463523,False,aa_101.csv,aa,aa,tuh  who mad me or ol boy ,1.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@user my number is 919 885 6549 hit my shit,0.2406723,0.0,0.0,0.279,0.9814410209655762,0.9747434258461,0.9564469456672668,True,aa_215.csv,aa,aa,user my number is 919 885 6549 hit my shit,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
@user brantley says no cuz apparently we have too many friends for my house .. lol,0.0741129,0.0,0.0,0.104,0.0028080611955374,0.0011767116375267,0.0003822862636297,False,wh_78.csv,wh,wh,user brantley says no cuz apparently we have too many friends for my house  lol,0.0,2.0,2.0,8.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
i seriously love . @user #mancrushmonday,0.019436494,0.0,0.0,0.172,0.0007234227959997,0.0013094721361994,0.0003941525064874,False,wh_189.csv,wh,wh,i seriously love  user mancrushmonday,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
nelly look soo good <3,0.055333257,0.0,0.0,0.0,0.0009774477221071,0.0065060635097324,0.0008279153844341,False,aa_244.csv,aa,aa,nelly look soo good 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
the fact that my new professor is on time and prepared is amazing . #winningforonce,0.015202113,0.0,0.0,0.0,0.0006890866789035,0.0004438031464815,0.000474293337902,False,wh_221.csv,wh,wh,the fact that my new professor is on time and prepared is amazing  winningforonce,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
@user lol null jus dont wanna have ya hot and bothered,0.49542332,0.0,0.0,0.163,0.7008404731750488,0.4000261425971985,0.3838260173797607,False,aa_151.csv,aa,aa,user lol null jus dont wanna have ya hot and bothered,0.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
@user so but i got dreads tho ;),0.14104263,0.0,0.0,0.271,0.0015668350970372,0.0038485389668494,0.0007972376770339,False,aa_157.csv,aa,aa,user so but i got dreads tho ,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
i'm soo in love with my prom dress  #goinoutwithabang,0.23277332,0.0,0.0,0.0,0.0151016227900981,0.0151436729356646,0.0006999772740527,False,wh_234.csv,wh,wh,i'm soo in love with my prom dress  goinoutwithabang,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
chasing people around the lounge because they stole your cookies #fatgirlproblems,0.5038962,0.0,0.0,0.0,0.1838731467723846,0.011361944489181,0.0202248152345418,False,wh_84.csv,wh,wh,chasing people around the lounge because they stole your cookies fatgirlproblems,0.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tell me how i feel worse today than i did yesterday ..?,0.0471521,0.0,0.0,0.22,0.0012790412874892,0.0010744772152975,0.0007820387836545,False,wh_3.csv,wh,wh,tell me how i feel worse today than i did yesterday ,1.0,0.0,0.0,6.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why the long face coach k,0.03736641,0.0,0.0,0.0,0.0124681806191802,0.00308074709028,0.0227013379335403,False,wh_161.csv,wh,wh,why the long face coach k,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
